tension,latitud_y_longitud,poder de voltaje
13.2,"-65.3375473535748,-24.1617032715049",MEDIO
13.2,"-65.3375474001421,-24.1616942436267",MEDIO
13.2,"-65.3375474001421,-24.1616942436267",MEDIO
13.2,"-65.3380262236379,-24.1642651504618",MEDIO
13.2,"-65.3379012642719,-24.1638557084996",MEDIO
13.2,"-65.3373794364579,-24.1619967621233",MEDIO
13.2,"-64.4343415484406,-23.6611857796627",MEDIO
13.2,"-64.4343415484406,-23.6611857796627",MEDIO
13.2,"-64.4343404374782,-23.6612081340687",MEDIO
13.2,"-64.4828146134087,-23.6353256529112",MEDIO
13.2,"-64.4888442923289,-23.6436238228877",MEDIO
13.2,"-64.4920592307652,-23.6478673478544",MEDIO
13.2,"-64.496481843928,-23.6538290701663",MEDIO
13.2,"-64.4926777223552,-23.6486318417737",MEDIO
13.2,"-64.496481843928,-23.6538290701663",MEDIO
13.2,"-64.4945903450567,-23.6512463707716",MEDIO
13.2,"-64.4955314195133,-23.6525602468961",MEDIO
13.2,"-64.4955314195133,-23.6525602468961",MEDIO
13.2,"-64.4827367926837,-23.6353217585374",MEDIO
13.2,"-64.4893749894073,-23.644370448976",MEDIO
13.2,"-64.4893751966582,-23.6443523970985",MEDIO
13.2,"-64.4786270217984,-23.6376826792141",MEDIO
13.2,"-64.4789285217522,-23.6374529281535",MEDIO
13.2,"-64.4789379694279,-23.6374429896308",MEDIO
13.2,"-64.4797045136614,-23.6332330528678",MEDIO
13.2,"-64.4797037641857,-23.6332556155615",MEDIO
13.2,"-64.4795214726417,-23.6367522604301",MEDIO
13.2,"-64.4795214726417,-23.6367522604301",MEDIO
13.2,"-64.4789283161397,-23.6374755050384",MEDIO
13.2,"-64.4789283161397,-23.6374755050384",MEDIO
13.2,"-64.479763029743,-23.6372348031397",MEDIO
13.2,"-65.2877849999114,-24.0930462732368",MEDIO
13.2,"-65.2846438153706,-24.1104538685348",MEDIO
13.2,"-65.2829719924697,-24.1014338067327",MEDIO
13.2,"-65.2829720427314,-24.1014247788873",MEDIO
13.2,"-65.2877849999114,-24.0930462732368",MEDIO
13.2,"-65.2833336161881,-24.099291802656",MEDIO
13.2,"-65.2829792603846,-24.1014093044418",MEDIO
13.2,"-65.2829720929931,-24.1014157510418",MEDIO
13.2,"-65.287663189402,-24.0908878960089",MEDIO
13.2,"-65.2854473575405,-24.0863581409496",MEDIO
13.2,"-65.2854474075934,-24.0863491130814",MEDIO
13.2,"-65.2854474576463,-24.0863400852133",MEDIO
13.2,"-65.4896034934246,-23.8306881270702",MEDIO
13.2,"-65.4876490996135,-23.8300158507786",MEDIO
13.2,"-65.4876491350734,-23.8300068222664",MEDIO
